Restaurant,Rating,Cuisine,Price_for_Two,Location,Delivery_Time
The Thickshake Factory,4.0,₹100 OFF,₹100 OFF,Madhapur,48 min
Al Arabian Wraps,4.0,₹100 OFF,₹100 OFF,Madhapur,37 min
Cocomoly,4.4,₹100 OFF,₹100 OFF,Madhapur,37 min
Hotel Swagath Grand,4.2,₹100 OFF,₹100 OFF,Madhapur,47 min
Captain Kunafa,4.1,₹100 OFF,₹100 OFF,Madhapur,38 min
Melted Magic,4.2,₹100 OFF,₹100 OFF,Madhapur,43 min
Barbeque Nation,4.0,₹100 OFF,₹100 OFF,Madhapur,40 min
De Fresh Arabian Grill,4.5,₹100 OFF,₹100 OFF,Madhapur,40 min
Blue Ice Cafe,4.4,₹100 OFF,₹100 OFF,Madhapur,41 min
Arabian Forest Cafe,4.4,₹100 OFF,₹100 OFF,Madhapur,42 min
Lassi And Cream,4.0,₹100 OFF,₹100 OFF,Madhapur,44 min
NOTO - Ice Creams & Desserts,4.1,₹100 OFF,₹100 OFF,Madhapur,44 min
Ice Magic,4.4,₹100 OFF,₹100 OFF,Madhapur,45 min
Moyaaah!,4.3,₹100 OFF,₹100 OFF,Madhapur,48 min
PKP - Pidata Kinda Pappu,3.9,₹100 OFF,₹100 OFF,Madhapur,45 min
G. Pulla Reddy Sweets,4.3,₹100 OFF,₹100 OFF,Madhapur,48 min
Patisserie 18,4.0,₹100 OFF,₹100 OFF,Madhapur,47 min
Cake Affair,4.0,₹100 OFF,₹100 OFF,Madhapur,40 min
Organic Creamery By Iceberg,4.3,₹100 OFF,₹100 OFF,Madhapur,44 min
Cake Boyzs,4.0,₹100 OFF,₹100 OFF,Madhapur,56 min
Mandi King Delite Arabian Restaurant,4.0,₹100 OFF,₹100 OFF,Madhapur,46 min
Dum Safar Biryani,4.1,₹100 OFF,₹100 OFF,Madhapur,40 min
Hotel Shubham Prestige,4.3,₹100 OFF,₹100 OFF,Madhapur,44 min
Secret Kitchen Ristorante,3.9,₹100 OFF,₹100 OFF,Madhapur,39 min
Dreamagination Bakes,4.0,₹100 OFF,₹100 OFF,Madhapur,38 min
Exotica,4.4,₹100 OFF,₹100 OFF,Madhapur,52 min
IB Bakers,4.2,₹100 OFF,₹100 OFF,Madhapur,44 min
Bake Zone,3.8,₹100 OFF,₹100 OFF,Madhapur,44 min
The Hyderabad Thickshake,4.2,₹100 OFF,₹100 OFF,Madhapur,45 min
Grand Maa Bakers,4.0,₹100 OFF,₹100 OFF,Madhapur,52 min
Inside Story Real Shawarma,4.0,₹100 OFF,₹100 OFF,Madhapur,50 min
Indulge Ice Cream By Almond House,4.6,₹100 OFF,₹100 OFF,Madhapur,46 min
Hotel Sitara Grand,4.2,₹100 OFF,₹100 OFF,Madhapur,52 min
Cookie Man,4.3,₹100 OFF,₹100 OFF,Madhapur,56 min
Hotel Shubham Palace,4.2,₹100 OFF,₹100 OFF,Madhapur,43 min
Zam Zam Bakers,4.0,₹100 OFF,₹100 OFF,Madhapur,58 min
The ThickShake Factory,3.9,₹100 OFF,₹100 OFF,Madhapur,55 min
Ibaco,4.0,₹100 OFF,₹100 OFF,Madhapur,50 min
Denis LVZ Food,4.0,"Pancake, Bakery",₹250 for one,Madhapur,42 min
The Hideaway Roast,,₹100 OFF,₹100 OFF,Madhapur,34 min
Asoka Restaurant,4.0,₹100 OFF,₹100 OFF,Madhapur,31 min
Arabic Kunafa,4.2,₹100 OFF,₹100 OFF,Madhapur,38 min
Abhirama Ghee Sweets & Chat,3.9,₹100 OFF,₹100 OFF,Madhapur,45 min
Waffles Magic,4.0,₹100 OFF,₹100 OFF,Madhapur,49 min
GOPIZZA,3.9,₹100 OFF,₹100 OFF,Madhapur,49 min
The Terrakota Kitchen,4.2,₹100 OFF,₹100 OFF,Madhapur,46 min
Irfan Bakery,4.3,₹100 OFF,₹100 OFF,Madhapur,45 min
Naimat Delight,4.1,₹100 OFF,₹100 OFF,Madhapur,37 min
The Wrap Station,3.9,₹100 OFF,₹100 OFF,Madhapur,40 min
Kunafa Nation,4.1,₹100 OFF,₹100 OFF,Madhapur,37 min
Coffee Cup,3.6,₹100 OFF,₹100 OFF,Madhapur,52 min
JS Kitchen Secrets,4.0,₹100 OFF,₹100 OFF,Madhapur,46 min
Vadilal Ice Cream,3.7,₹100 OFF,₹100 OFF,Madhapur,41 min
Fusion Restaurant Veg & Non Veg,3.7,₹100 OFF,₹100 OFF,Madhapur,48 min
Terra Rich Cakes,3.5,₹100 OFF,₹100 OFF,Madhapur,60 min
99 Square Pizza,3.5,₹100 OFF,₹100 OFF,Madhapur,42 min
Kloud Kitchen Fresh Food,3.5,₹100 OFF,₹100 OFF,Madhapur,54 min
The Kunafa Fix,3.0,₹100 OFF,₹100 OFF,Madhapur,57 min
RHM Bakers,3.4,₹100 OFF,₹100 OFF,Madhapur,50 min
S.V. Cake House,3.4,₹100 OFF,₹100 OFF,Madhapur,47 min
Puffs N Cakes,3.2,₹100 OFF,₹100 OFF,Madhapur,44 min
Cake Paradise,3.2,₹100 OFF,₹100 OFF,Madhapur,49 min
Cake Hut,3.0,₹100 OFF,₹100 OFF,Madhapur,47 min
Cake Parlour Wala,3.1,₹100 OFF,₹100 OFF,Madhapur,48 min
Cake Cafe,3.1,₹100 OFF,₹100 OFF,Madhapur,49 min
Live Cake Town,3.4,₹100 OFF,₹100 OFF,Madhapur,46 min
Cakes By Ankit,3.3,₹100 OFF,₹100 OFF,Madhapur,36 min
Krispie's Bakery Cafe Sweets,3.1,₹100 OFF,₹100 OFF,Madhapur,47 min
Elegant Bakers,3.4,₹100 OFF,₹100 OFF,Madhapur,55 min
Indian Bakery,4.2,₹100 OFF,₹100 OFF,Madhapur,46 min
The Bite Hub,3.3,₹100 OFF,₹100 OFF,Madhapur,42 min
Falak Bakes & Cakes,4.1,₹100 OFF,₹100 OFF,Madhapur,56 min
The Choco Fix,3.4,₹100 OFF,₹100 OFF,Madhapur,51 min
Donut Express By Auberry,3.1,₹100 OFF,₹100 OFF,Madhapur,56 min
Balaji Pavan Mithai Bhandar,4.1,₹100 OFF,₹100 OFF,Madhapur,57 min
Cake Junction,2.7,₹100 OFF,₹100 OFF,Madhapur,44 min
Cake King,2.1,₹100 OFF,₹100 OFF,Madhapur,43 min
Cake Company,2.8,₹100 OFF,₹100 OFF,Madhapur,43 min
Fab's Kitchen,2.8,₹100 OFF,₹100 OFF,Madhapur,45 min
Easy Eats,2.8,₹100 OFF,₹100 OFF,Madhapur,38 min
Cake Laxmi,2.9,₹100 OFF,₹100 OFF,Madhapur,47 min
Cake Planet,2.1,₹100 OFF,₹100 OFF,Madhapur,48 min
Glazora Donuts,2.8,₹100 OFF,₹100 OFF,Madhapur,44 min
Cake Point,2.1,₹100 OFF,₹100 OFF,Madhapur,48 min
Bento Cakery,,₹100 OFF,₹100 OFF,Madhapur,42 min
Cherry Bakers,,₹100 OFF,₹100 OFF,Madhapur,55 min
Just Cake,,₹100 OFF,₹100 OFF,Madhapur,45 min
Tawakkal Bakery & Sweets,,₹100 OFF,₹100 OFF,Madhapur,50 min
Thinsane Pizza by Oven Story,,"Italian, Pizza",,Madhapur,41 min
Brewsberry Patisserie And Cafe,,"Bakery, Pizza, Italian, Fast Food, Salad, Shake, Coffee, Beverages",₹500 for one,Madhapur,55 min
The Midways Bakery,,₹100 OFF,₹100 OFF,Madhapur,49 min
Monginis,,₹100 OFF,₹100 OFF,Madhapur,44 min
Anya Ayra Cakes,,"Bakery, Desserts",₹200 for one,Madhapur,56 min
The Untatsed Bakers,,₹100 OFF,₹100 OFF,Madhapur,44 min
Sams Baking Studio,,₹100 OFF,₹100 OFF,Madhapur,43 min
Abz Home Baking,,"Bakery, Desserts, Fast Food",₹100 for one,Madhapur,43 min
HH Cake Factory,,₹100 OFF,₹100 OFF,Madhapur,42 min
Mere - Baked To Nurture,,"Bakery, Healthy Food, Fast Food, Desserts, Beverages",₹750 for one,Madhapur,49 min
Tipsy Topsy Bakers,,₹100 OFF,₹100 OFF,Madhapur,48 min
Mimo Ice Creams,,₹100 OFF,₹100 OFF,Madhapur,44 min
Meemee's,,"Ice Cream, Desserts",₹200 for one,Madhapur,42 min
Diksha's Bake Sthaan,,₹100 OFF,₹100 OFF,Madhapur,33 min
Doc's Cafe,,₹100 OFF,₹100 OFF,Madhapur,47 min
Noombl Brownie,,Desserts,₹150 for one,Madhapur,44 min
Cafe Blissora,,"Fast Food, Salad, Desserts",₹150 for one,Madhapur,40 min
Baker's Gallery,,₹100 OFF,₹100 OFF,Madhapur,
Labonel Fine Baking,4.6,₹100 OFF,₹100 OFF,Madhapur,
Cake Manglam,3.0,₹100 OFF,₹100 OFF,Madhapur,
Cake Quality Wala,,₹100 OFF,₹100 OFF,Madhapur,
Cakes By Xocolatl,,Bakery,₹800 for one,Madhapur,
Exotic Cakery,,₹100 OFF,₹100 OFF,Madhapur,
Max Ice Cream & Baker's,4.3,"Ice Cream, Desserts, Pizza",₹150 for one,Madhapur,
Hanker Munchies,,₹100 OFF,₹100 OFF,Madhapur,
Fundir,4.2,₹100 OFF,₹100 OFF,Madhapur,
Sri Varahi Ice Creams & Juices,3.6,"Sandwich, Ice Cream, Bakery",₹150 for one,Madhapur,
Mithai Mandir,4.3,₹100 OFF,₹100 OFF,Madhapur,
Punjab Sind,4.4,₹100 OFF,₹100 OFF,Madhapur,
The Old Madras Baking Company,,"Bakery, Beverages",₹100 for one,Madhapur,
Yuki - Cheesecakes And Drinks,3.2,₹100 OFF,₹100 OFF,Madhapur,
Super Kunafas,,"Desserts, Coffee",₹200 for one,Madhapur,Closes in 10 minutes
The Cheesecake Company,,Bakery,₹100 for one,Madhapur,
Midori Cafe And Restaurant,,"Cafe, Coffee, Continental, Sushi, Italian, North Indian, Biryani, Beverages",₹650 for one,Madhapur,Closes in 1 hour 10 minutes
Parandker's Homemade Fresh Delights,,Bakery,₹200 for one,Madhapur,
Khan Bakers Provision Store,,"Bakery, Pizza, Burger, Sandwich, Rolls, Shawarma, Juices, Ice Cream",₹200 for one,Madhapur,
,,,,Madhapur,
Ek Premacha Chaha,,"Tea, Beverages",₹50 for two,Kukatpally,Closes in 9 minutes
The Dakshiini Cafe,4.0,"South Indian, Desserts, Beverages",₹100 for two,Kukatpally,
Shri Balaji Variety Samosa,3.3,Street Food,₹100 for two,Kukatpally,Closes in 39 minutes
JMS Fast Food & Chaat,,"Fast Food, Chinese, Street Food",₹100 for two,Kukatpally,
Khushi Momos Corner,,"Momos, Chinese",₹100 for two,Kukatpally,Closes in 9 minutes
Zen Flavours,,Momos,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Banaras Chaat,,Street Food,₹100 for two,Kukatpally,Closes in 39 minutes
Raju Dhaba,,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Lazeez Food,,Rolls,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Aggrawal Sweets,,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
Rohit Rasoi,,North Indian,₹100 for two,Kukatpally,Closes in 39 minutes
Vijay Food Corner,,"Street Food, North Indian",₹100 for two,Kukatpally,Closes in 9 minutes
Saini Fresh,,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Fateh Chand Kachori,4.4,Street Food,₹100 for two,Kukatpally,
Ashiyana Rumali Roti,,North Indian,₹100 for two,Kukatpally,
Maa Kaila Devi Special Poha,,Street Food,₹100 for two,Kukatpally,
Multani Moth Kachori,,Street Food,₹100 for two,Kukatpally,
Chache Di Hatti,4.4,Street Food,₹100 for two,Kukatpally,
Lala Ji Puri Wale,,"North Indian, Modern Indian",₹100 for two,Kukatpally,
Harsh Bhai Ki Mashoor Kachori,3.7,Street Food,₹100 for two,Kukatpally,
The Yummy Eats,,"Chinese, Fast Food",₹100 for two,Kukatpally,
Nexify Cafe,,"North Indian, South Indian",₹100 for two,Kukatpally,
Chaiholic-Cyber City,,"Tea, Beverages, Street Food",₹100 for two,Kukatpally,
Pizza's 49,,Pizza,₹100 for two,Kukatpally,Closes in 1 hour 39 minutes
Yadav Ji Ke Mashoor Paranthe,,North Indian,₹100 for two,Kukatpally,Closes in 39 minutes
Jindal Bedmi Poori,,Street Food,₹100 for two,Kukatpally,
Dua Chai Wale,,"Fast Food, Beverages",₹100 for two,Kukatpally,
Chandni Chowk Ke Mashhoor Makkhan Wale Paranthe,,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
R. Paratha Point,,North Indian,₹100 for two,Kukatpally,
Dilli Fast Food,,North Indian,₹100 for two,Kukatpally,
Goyal Corner (Bholi Pakode Wala),,Street Food,₹100 for two,Kukatpally,
Bangali Sweets & Restaurant,3.4,"Mithai, Desserts",₹100 for two,Kukatpally,Closes in 39 minutes
Raju De Special Paneer Wale Chole Bhature,3.9,North Indian,₹100 for two,Kukatpally,
Data Ram Ji Choley Kulchey,,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
"Suraj Rajma Chawal, Kadhi Chawal",2.9,North Indian,₹100 for two,Kukatpally,
Goyal Chhole Kulche Wala,3.2,Street Food,₹100 for two,Kukatpally,
Gupta Ji Kachori Wale,3.5,Street Food,₹100 for two,Kukatpally,
Shahi Kachodi Wale,,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Shri Ram Pav Bhaji Corner,4.0,Street Food,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Shree Khatu Shyam Food Corner,,"North Indian, Street Food, Fast Food, Beverages",₹100 for two,Kukatpally,
Kake De Chawal,,North Indian,₹100 for two,Kukatpally,
Dosa Express,4.3,South Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Makhan Lal Tika Ram,3.8,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Pahalwan Puri Lassi wala,,"Beverages, North Indian",₹100 for two,Kukatpally,
Santusti,3.9,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Anand Sweets,3.2,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 9 minutes
Laughter Momo,4.2,"Momos, Rolls",₹100 for two,Kukatpally,Closes in 9 minutes
Nagpal Chat Bhandar,3.8,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Royal Food Paratha,4.0,North Indian,₹100 for two,Kukatpally,
Momos Corner,3.6,"Chinese, Momos, Indo-Chinese, Street Food",₹100 for two,Kukatpally,Closes in 9 minutes
Pappu Chat Bhandar,4.3,Street Food,₹100 for two,Kukatpally,
The Great Indian Samosa,3.9,Street Food,₹100 for two,Kukatpally,
Shudh Shakahari Bhojnalaya Dashrath Ji Ka Dhaba,,North Indian,₹100 for two,Kukatpally,
Bala Ji Darbar,3.5,"Street Food, Ice Cream",₹100 for two,Kukatpally,
Sita Ram Chole Bhature,3.9,North Indian,₹100 for two,Kukatpally,
Bansal Chole Bhature Wale,,North Indian,₹100 for two,Kukatpally,
Dhoom Machale Momos Special Gravy Style,3.9,Momos,₹100 for two,Kukatpally,Closes in 39 minutes
Kaushal Sweets,3.9,Mithai,₹100 for two,Kukatpally,Closes in 39 minutes
Yadav Sweets,3.9,Mithai,₹100 for two,Kukatpally,Closes in 9 minutes
The Paan Studio,3.5,"Paan, Desserts",₹100 for two,Kukatpally,
Nimboli,4.1,"Street Food, Tea",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Papreewala,4.0,Street Food,₹100 for two,Kukatpally,
Gupta Hot Momo's & Chat Point,3.8,"Momos, Fast Food",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Rajasthani Brijwasi Misthan,3.7,"Bakery, Mithai",₹100 for two,Kukatpally,
Shri Krishna Karas Dev Sweets,3.8,"Mithai, Chinese, Fast Food",₹100 for two,Kukatpally,Closes in 39 minutes
Punjabi Ninja,3.9,Fast Food,₹100 for two,Kukatpally,
Pappu Paratha,3.6,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Sharma Chaat Bhandar,4.0,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Parantha King,3.8,North Indian,₹100 for two,Kukatpally,
Bole To Vadapav,2.8,"Street Food, Beverages",₹100 for two,Kukatpally,Closes in 39 minutes
Rawat Bhojanalaya,3.9,North Indian,₹100 for two,Kukatpally,
Aggarwal Sweets Corner,3.9,"Street Food, Chinese, South Indian, Mithai",₹100 for two,Kukatpally,Closes in 9 minutes
Amritsari Chole Bhature,3.9,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Ramapeer Fast Food,3.7,"Street Food, North Indian",₹100 for two,Kukatpally,Closes in 39 minutes
ZZZ Pizza,3.9,Pizza,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Bansi Kachori,3.9,Street Food,₹100 for two,Kukatpally,Closes in 1 hour 39 minutes
Aggarwal Sweets & Restaurant,3.9,"Mithai, Street Food",₹100 for two,Kukatpally,
Eswari Laphing Corner,3.8,Street Food,₹100 for two,Kukatpally,
Just Food,3.9,"Chinese, Street Food, Fast Food, Sichuan",₹100 for two,Kukatpally,
Naveen Gupta Bhature Wale,3.9,Street Food,₹100 for two,Kukatpally,
Ashu Bhature Wala,3.5,"North Indian, Beverages",₹100 for two,Kukatpally,
Chai Wich,3.9,"Sandwich, Fast Food, Street Food, Beverages, Tea, Ice Cream",₹100 for two,Kukatpally,
Naveen Tea House,3.9,"Beverages, Fast Food",₹100 for two,Kukatpally,
Modern Chhole Kulche,4.0,Street Food,₹100 for two,Kukatpally,
VIP Sweets,3.8,"Mithai, Desserts",₹100 for two,Kukatpally,
Agarwal Sweets,3.7,Mithai,₹100 for two,Kukatpally,
Ekansh Food Corner,3.9,"Street Food, North Indian",₹100 for two,Kukatpally,
Sharma Chhole Bhature,4.0,Street Food,₹100 for two,Kukatpally,
Shivam Corner,3.7,Street Food,₹100 for two,Kukatpally,
Pindi Chole Bhature Lassi,3.4,Street Food,₹100 for two,Kukatpally,
Chachi Ke Chole Bhature,3.6,"North Indian, Fast Food",₹100 for two,Kukatpally,
Urmila Catters,3.4,South Indian,₹100 for two,Kukatpally,
Kumar Fast Food Corner,2.9,North Indian,₹100 for two,Kukatpally,
Aakash Bhature Wala,3.8,Street Food,₹100 for two,Kukatpally,
Chowdhary Dhaba,3.5,"Fast Food, North Indian",₹100 for two,Kukatpally,Closes in 9 minutes
Aggarwal Bikaneri Sweets & Restaurant,3.5,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 9 minutes
A One Fast Food,3.5,"Fast Food, Street Food",₹100 for two,Kukatpally,Closes in 9 minutes
Bansiwala Sweets Corner,3.6,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
Annapurna Sweets,3.7,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
Capital's Samosa,3.5,"Street Food, Fast Food",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Rajasthan Kachori,3.5,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Bansi Wale,3.1,Street Food,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Aap Ki Rasoi,3.5,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Kulfi Bistro Box Of Delights,3.6,"Ice Cream, Desserts",₹100 for two,Kukatpally,Closes in 1 hour 24 minutes
Coffee & Milkshakes,3.8,"Beverages, Coffee, Shake",₹100 for two,Kukatpally,Closes in 39 minutes
Chai District,3.0,Tea,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Sprout Cafe,3.3,"North Indian, Street Food",₹100 for two,Kukatpally,
Satguru Food Corner,3.4,North Indian,₹100 for two,Kukatpally,
Balaji Confectionery Fast Food Corner,3.3,Fast Food,₹100 for two,Kukatpally,
Raju Chaat Corner,4.4,"Street Food, North Indian",₹100 for two,Kukatpally,Closes in 9 minutes
Panjabi Lassi,3.0,Beverages,₹100 for two,Kukatpally,
Om Juice & Shake,2.8,Beverages,₹100 for two,Kukatpally,
Sharma Ji Kachori Wale,,Street Food,₹100 for two,Kukatpally,
Karol Bagh Ke Chhole Bhature,2.5,North Indian,₹100 for two,Kukatpally,
Gola Veg Biryani,3.7,"Biryani, North Indian",₹100 for two,Kukatpally,
Chandni Chowk Paratha Corner,3.4,North Indian,₹100 for two,Kukatpally,
Samosa Hub,3.1,"Street Food, North Indian, Fast Food",₹100 for two,Kukatpally,Closes in 39 minutes
Vrindavan Snacks,3.4,Street Food,₹100 for two,Kukatpally,
A-One Paratha Wala,3.5,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 24 minutes
Manu Chat Bhandar,3.0,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Chandni Chowk Ke Mashhoor Paranthe,3.0,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Swara Coffee,3.2,Beverages,₹100 for two,Kukatpally,
Beaten Coffee & Shakes,,"Fast Food, Coffee, Chinese",₹100 for two,Kukatpally,
Rich Kitchen,,North Indian,₹100 for two,Kukatpally,
Chai Garam,,"Tea, Beverages, Fast Food, Shake",₹100 for two,Kukatpally,
Chauhan Ji Chole Bhature Wale,,"North Indian, Street Food",₹100 for two,Kukatpally,
Deepchand Chole Bhature,,Street Food,₹100 for two,Kukatpally,
Shri Balaji Kachori Bhandar,,Street Food,₹100 for two,Kukatpally,
Mohan Poori Wale,,"North Indian, Street Food",₹100 for two,Kukatpally,
Sardar Ji Corner,,"North Indian, Street Food",₹100 for two,Kukatpally,
Om Ji Poori Wale,,Street Food,₹100 for two,Kukatpally,
Hot & Tasty Momos Corner,2.3,"Momos, Chinese",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Shree Samosa Adda,,Street Food,₹100 for two,Kukatpally,
Krishna Tea Stall,,"Tea, Coffee",₹100 for two,Kukatpally,
Mool Chand Chole Bhature Wale,,Street Food,₹100 for two,Kukatpally,
Natkhat Samosa,,Street Food,₹100 for two,Kukatpally,
Yo Samosa,,Street Food,₹100 for two,Kukatpally,
Ravi Ke Special Chhole Bhature,,North Indian,₹100 for two,Kukatpally,
Santusti Bhojnalaya,,North Indian,₹100 for two,Kukatpally,
Shyam Ke Mashoor Chole Bhature,,"Street Food, North Indian",₹100 for two,Kukatpally,
PIZZA BUZZER,,"Pizza, Burger",₹100 for two,Kukatpally,
Apna Khana Thikhana,,North Indian,₹100 for two,Kukatpally,
Infinit Finit,,Bakery,₹100 for two,Kukatpally,
Delhi Chaat Bhandar By Unique Food,,"Street Food, North Indian, Fast Food, Momos",₹100 for two,Kukatpally,
Naan Wala,,North Indian,₹100 for two,Kukatpally,
Subhash Roll Hub,,"Rolls, Chinese, Street Food, Sandwich, Burger, North Indian",₹100 for two,Kukatpally,
GUPSHUP ADDA,,"North Indian, Street Food, Desserts",₹100 for two,Kukatpally,
Special Paneer Wala Chole Bhature,,North Indian,₹100 for two,Kukatpally,
Vaishno Dhaba,,North Indian,₹100 for two,Kukatpally,
Vijay Omelette,,"Rolls, Fast Food",₹100 for two,Kukatpally,
Bikaner Misthan Bhandar,,"Mithai, Street Food, Fast Food",₹100 for two,Kukatpally,
Gupta Ji Poorvanchal Litti Chokha,,Bihari,₹100 for two,Kukatpally,
Jay Durge Special Veg Biryani And Soya Chaap,,Biryani,₹100 for two,Kukatpally,
Civil Line Ki Mashoor Kachodi,,Street Food,₹100 for two,Kukatpally,
Teen Bhai Tikki Wale,,"Street Food, Fast Food",₹100 for two,Kukatpally,
Parantha Any Time,,North Indian,₹100 for two,Kukatpally,
Dada Shyam Ji Chole Bhature Aur Samose Wala,,"Street Food, North Indian",₹100 for two,Kukatpally,
Ranjeet Chole Bhature,,North Indian,₹100 for two,Kukatpally,
Kaku Kachodi Wale,,Street Food,₹100 for two,Kukatpally,
Sonam Chhole Bhature,,North Indian,₹100 for two,Kukatpally,
Dablu Bhai Ki Mashhoor Ande,,Street Food,₹100 for two,Kukatpally,
Ram Jee Di Hatti,,"Street Food, North Indian",₹100 for two,Kukatpally,
Govardhan Chole Bhature,,North Indian,₹100 for two,Kukatpally,
Shubh Vaishno Bhojnalaya,,North Indian,₹100 for two,Kukatpally,
Sonu Bhai Kachori Wale,,Street Food,₹100 for two,Kukatpally,
Chhole Kulche Wala,,North Indian,₹100 for two,Kukatpally,
Masaledar Mulaqat,,North Indian,₹100 for two,Kukatpally,
Bombay Grilled And Toast Sandwich Point,,"Fast Food, Street Food",₹100 for two,Kukatpally,
The Chaa Chuu Cafe,,"Beverages, Bakery, Fast Food, Desserts",₹100 for two,Kukatpally,
Amritsar Naan,,North Indian,₹100 for two,Kukatpally,
Burger Galaxy,,"Fast Food, Burger, Sandwich",₹100 for two,Kukatpally,
Cafe Gurgaon,,"Fast Food, Street Food, Tea, Juices",₹100 for two,Kukatpally,
Punjabi Tadka,,North Indian,₹100 for two,Kukatpally,
Gopal Ji Ke Khasta Kachori,,Street Food,₹100 for two,Kukatpally,
Brijwasi Kachodi Bhandar,,Street Food,₹100 for two,Kukatpally,
KP Naan Corner,,"North Indian, Street Food",₹100 for two,Kukatpally,
Azeem Muslim Dhaba,,"Mughlai, North Indian, Biryani",₹100 for two,Kukatpally,
Darjeeling Momos,,Momos,₹100 for two,Kukatpally,
Raju Bhai South Indian Food,,South Indian,₹100 for two,Kukatpally,
